alpha,xsep
-30.0,1.0
-29.0,1.0
-27.0,0.9940340577601507
-22.0,1.0
-21.0,0.9940340577601507
-20.0,1.0
-19.0,1.0
-18.0,0.9940340577601507
-17.0,0.9940340577601507
-16.0,0.9940340577601507
-15.0,0.9940340577601507
-14.0,0.9940340577601507
-13.0,0.9940340577601507
-12.0,0.9940340577601507
-11.0,0.9940340577601507
-10.0,0.9940340577601507
-9.0,0.9940340577601507
-8.0,0.9940340577601507
-7.0,0.9940340577601507
-6.0,0.9841477056361863
-5.0,0.9729070630031422
-4.0,1.0
-3.0,1.0
-2.0,1.0
-1.0,1.0
0.0,1.0
1.0,1.0
2.0,1.0
3.0,1.0
4.0,1.0
5.0,1.0
6.0,1.0
7.0,1.0
8.0,1.0
9.0,1.0
10.0,1.0
11.0,1.0
12.0,1.0
13.0,1.0
14.0,1.0
15.0,1.0
16.0,1.0
17.0,0.9600770588612567
18.0,0.8810767866131952
19.0,0.7987526573775754
20.0,0.732819444726653
21.0,0.6678422181010019
22.0,0.6035790172840872
26.0,0.5397527237307274
27.0,0.4765777054399686
29.0,0.3838509431602962
30.0,0.27496644143356735
